id,warehouse_id,location_id,product_main_code,product_id/id,product_uom,product_min_qty,product_max_qty
count_feb2016_floor2_92,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2D5100,product_N-WA-2D5100,เล่ม,300,0
count_feb2016_floor2_93,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-10D550,product_N-WA-10D550,เล่ม,150,0
count_feb2016_floor2_94,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-10D5200,product_N-WA-10D5200,เล่ม,5,0
count_feb2016_floor2_95,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-10D5150,product_N-WA-10D5150,เล่ม,10,0
count_feb2016_floor2_96,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-12D4100,product_N-GA-12D4100,เล่ม,10,0
count_feb2016_floor2_97,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-12D450,product_N-GA-12D450,เล่ม,15,0
count_feb2016_floor2_98,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-14D4100,product_N-GA-14D4100,เล่ม,30,0
count_feb2016_floor2_99,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-14D450,product_N-GA-14D450,เล่ม,30,0
count_feb2016_floor2_100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-16D3100,product_N-GA-16D3100,เล่ม,1,0
count_feb2016_floor2_101,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-16D350,product_N-GA-16D350,เล่ม,0,0
count_feb2016_floor2_102,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-18D3100,product_N-GA-18D3100,เล่ม,1,0
count_feb2016_floor2_103,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-18D350,product_N-GA-18D350,เล่ม,9,0
count_feb2016_floor2_104,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-21D3100,product_N-GA-21D3100,เล่ม,30,0
count_feb2016_floor2_105,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-21D350,product_N-GA-21D350,เล่ม,30,0
count_feb2016_floor2_106,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-3S550,product_N-GA-3S550,เล่ม,0,0
count_feb2016_floor2_107,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-3S5100,product_N-GA-3S5100,เล่ม,0,0
count_feb2016_floor2_108,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-3D550,product_N-GA-3D550,เล่ม,0,0
count_feb2016_floor2_109,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-3D5100,product_N-GA-3D5100,เล่ม,0,0
count_feb2016_floor2_110,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-GA-2D550,product_N-GA-2D550,เล่ม,6,0
