id,warehouse_id,location_id,product_main_code,product_id/id,product_uom,product_min_qty,product_max_qty
count_dec1_floor1_61,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-031,product_P-CWF-031,ห่อ,100,0
count_dec1_floor1_62,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-032,product_P-CWF-032,ห่อ,50,0
count_dec1_floor1_63,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-033,product_P-CWF-033,ห่อ,100,0
count_dec1_floor1_64,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-046,product_P-CWF-046,ห่อ,10,0
count_dec1_floor1_65,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-047,product_P-CWF-047,ห่อ,2.25,0
count_dec1_floor1_66,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-048,product_P-CWF-048,ห่อ,6.25,0
count_dec1_floor1_67,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-049,product_P-CWF-049,ห่อ,3,0
count_dec1_floor1_68,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-050,product_P-CWF-050,ห่อ,20,0
count_dec1_floor1_69,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-051,product_P-CWF-051,ห่อ,7.5,0
count_dec1_floor1_70,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-052,product_P-CWF-052,ห่อ,5,0
count_dec1_floor1_71,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-053,product_P-CWF-053,ห่อ,5.25,0
count_dec1_floor1_72,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-054,product_P-CWF-054,ห่อ,10,0
count_dec1_floor1_73,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-055,product_P-CWF-055,ห่อ,5,0
count_dec1_floor1_74,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-056,product_P-CWF-056,ห่อ,10,0
count_dec1_floor1_75,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-057,product_P-CWF-057,ห่อ,10.25,0
count_dec1_floor1_76,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-062,product_P-CWF-062,ห่อ,20,0
count_dec1_floor1_77,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-058,product_P-CWF-058,ห่อ,10,0
count_dec1_floor1_78,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-059,product_P-CWF-059,ห่อ,10,0
count_dec1_floor1_79,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-060,product_P-CWF-060,ห่อ,10,0
count_dec1_floor1_80,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-061,product_P-CWF-061,ห่อ,10,0
count_dec1_floor1_81,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-063,product_P-CWF-063,ห่อ,0,0
count_dec1_floor1_82,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-064,product_P-CWF-064,ห่อ,0,0
count_dec1_floor1_83,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-065,product_P-CWF-065,ห่อ,0,0
count_dec1_floor1_84,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-001,product_P-TCWF-001,ห่อ,150,0
count_dec1_floor1_85,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-002,product_P-TCWF-002,ห่อ,150,0
count_dec1_floor1_86,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-003,product_P-TCWF-003,ห่อ,150,0
count_dec1_floor1_87,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-004,product_P-TCWF-004,ห่อ,150,0
count_dec1_floor1_88,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-005,product_P-TCWF-005,ห่อ,50,0
count_dec1_floor1_89,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-005,product_P-TCWF-005,ห่อ,50,0
count_dec1_floor1_90,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-006,product_P-TCWF-006,ห่อ,50,0
count_dec1_floor1_91,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-007,product_P-TCWF-007,ห่อ,30,0
count_dec1_floor1_92,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-008,product_P-TCWF-008,ห่อ,60,0
count_dec1_floor1_93,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-009,product_P-TCWF-009,ห่อ,150,0
count_dec1_floor1_94,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-010,product_P-TCWF-010,ห่อ,100,0
count_dec1_floor1_95,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-011,product_P-TCWF-011,ห่อ,100,0
count_dec1_floor1_96,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-012,product_P-TCWF-012,ห่อ,100,0
count_dec1_floor1_97,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-013,product_P-TCWF-013,ห่อ,10,0
count_dec1_floor1_98,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-014,product_P-TCWF-014,ห่อ,5,0
count_dec1_floor1_99,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-015,product_P-TCWF-015,ห่อ,5,0
count_dec1_floor1_100,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-016,product_P-TCWF-016,ห่อ,0,0
count_dec1_floor1_101,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-017,product_P-TCWF-017,ห่อ,0,0
count_dec1_floor1_102,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-018,product_P-TCWF-018,ห่อ,0,0
count_dec1_floor1_103,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-019,product_P-TCWF-019,ห่อ,0,0
count_dec1_floor1_104,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-020,product_P-TCWF-020,ห่อ,0,0
count_dec1_floor1_105,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-021,product_P-TCWF-021,ห่อ,0,0
count_dec1_floor1_106,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-022,product_P-TCWF-022,ห่อ,5,0
count_dec1_floor1_107,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-023,product_P-TCWF-023,ห่อ,0.25,0
count_dec1_floor1_108,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-TCWF-024,product_P-TCWF-024,ห่อ,5,0
count_dec1_floor1_109,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-B-001,product_P-DP-B-001,ห่อ,80,0
count_dec1_floor1_110,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-015,product_P-DP-A-015,ห่อ,0,0
count_dec1_floor1_111,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-001,product_P-DP-A-001,ห่อ,50,0
count_dec1_floor1_112,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-013,product_P-DP-A-013,ห่อ,2000,0
count_dec1_floor1_113,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-B-004,product_P-DP-B-004,ห่อ,100,0
count_dec1_floor1_114,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-016,product_P-DP-A-016,ห่อ,100,0
count_dec1_floor1_115,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-004,product_P-DP-A-004,ห่อ,20,0
count_dec1_floor1_116,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-014,product_P-DP-A-014,ห่อ,10000,0
count_dec1_floor1_117,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-020,product_P-DP-A-020,ห่อ,55,0
count_dec1_floor1_118,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-B-006,product_P-DP-B-006,ห่อ,200,0
count_dec1_floor1_119,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-006,product_P-DP-A-006,ห่อ,200,0
count_dec1_floor1_120,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-010,product_P-DP-A-010,ห่อ,0,0
count_dec1_floor1_121,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-011,product_P-DP-A-011,ห่อ,3,0
count_dec1_floor1_122,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-B-012,product_P-DP-B-012,ห่อ,,0
count_dec1_floor1_123,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DP-A-012,product_P-DP-A-012,ห่อ,,0
count_dec1_floor1_124,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-HB-NO12-A,product_P-HB-NO12-A,รีม,2,0
