id,name,inventory_line_id/location_id,inventory_line_id/product_id/id,inventory_line_id/product_uom,inventory_line_id/product_qty
,,คลังสำเร็จรูปชั้น 2,product_182500,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-RC-35*47,รีม,
,,คลังสำเร็จรูปชั้น 2,product_2800679,เล่ม,
,,คลังสำเร็จรูปชั้น 2,product_2800680,เล่ม,
,,คลังสำเร็จรูปชั้น 2,product_P-LG-003,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-LG-004,ห่อ,48
,,คลังสำเร็จรูปชั้น 2,product_P-LG-011,ห่อ,32
,,คลังสำเร็จรูปชั้น 2,product_P-LG-009,ห่อ,15
,,คลังสำเร็จรูปชั้น 2,product_P-LG-013,ห่อ,31
,,คลังสำเร็จรูปชั้น 2,product_P-LG-001,ห่อ,1
,,คลังสำเร็จรูปชั้น 2,product_P-LG-002,ห่อ,50
,,คลังสำเร็จรูปชั้น 2,product_P-LG-008,ห่อ,25
,,คลังสำเร็จรูปชั้น 2,product_P-LG-005,ห่อ,20
,,คลังสำเร็จรูปชั้น 2,product_P-LG-006,ห่อ,34
,,คลังสำเร็จรูปชั้น 2,product_P-LG-007,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-LG-012,ห่อ,6
,,คลังสำเร็จรูปชั้น 2,product_P-LG-010,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-LG-014,ห่อ,13
,,คลังสำเร็จรูปชั้น 2,product_P-SC-5*8,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-SC-6*8,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-027,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-026,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-025,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-028,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-003,ห่อ,428
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-002,ห่อ,330
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-001,ห่อ,335
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-004,ห่อ,530
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-007,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-006,ห่อ,50
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-005,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-008,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-011,ห่อ,433
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-010,ห่อ,166
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-009,ห่อ,80
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-012,ห่อ,227
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-015,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-014,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-013,ห่อ,35
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-016,ห่อ,136
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-019,ห่อ,27
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-018,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-017,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-020,ห่อ,72
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-023,ห่อ,104
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-022,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-021,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-TCWF-024,ห่อ,224
,,คลังสำเร็จรูปชั้น 2,product_182502,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_182503,ห่อ,
